lufl6: lupinus flavescens, wyeth`s lupine
lufl7: lupinus flavopinum, great basin lupine
lufo3: lupinus foliosus, silvery lupine
lufo4: lupinus forslingii, velvet lupine
lufr: lupinus fremontensis, silvery lupine
lufr4: luzula frigida, common woodrush
luga3: lupinus gayophytophilus, tailcup lupine
luga4: lupinus garrettianus, silvery lupine
lugl2: luzula glabrata, smooth woodrush
lugl5: lupinus glabratus, nebraska lupine
luhe: lupinus helleri, kellogg`s spurred lupine
luhe3: lupinus herman-workii, silky lupine
luhi4: luzula hitchcockii, hitchcock`s smooth woodrush
luho2: lupinus holosericeus, holo lupine
luhu2: lupinus humicola, wyeth`s lupine
luhu3: lupinus hullianus, silvery lupine
luhu5: lupinus huilcoflorus, silky lupine
luin3: luzula intermedia, common woodrush
luin5: lupinus intermontanus, intermountain lupine
lujo3: lupinus jonesii, silky lupine
luju: lupinus junipericola, great basin lupine
lula10: lupinus laxus, great basin lupine
lula14: lupinus lanatocarinatus, silvery lupine
lula3: lupinus laxiflorus, silvery lupine
lula8: lupinus lariversianus, great basin lupine
lule2: lupinus lepidus, pacific lupine
lule3: lupinus leucophyllus, velvet lupine
lule8: lupinus leucopsis, silky lupine
lulu5: lupinus lupinus, tailcup lupine
luma11: lupinus marleanus, stemless dwarf lupine
luma5: lupinus macounii, great basin lupine
luma6: lupinus macrostachys, velvet lupine
lume: lupinus meionanthus, lake tahoe lupine
lume4: luzula melanocarpa, smallflowered woodrush
lumi3: lupinus minimus, kettle falls lupine
lumo4: lupinus monticola, mountain lupine
lumo8: lupinus montis-cookii, silvery lupine
lumo9: lupinus montis-lieratatis, tailcup lupine
lumu2: luzula multiflora, common woodrush
luor2: lupinus ornatus, ornate lupine
luov: lupinus ovinus, kettle falls lupine
lupa4: luzula parviflora, smallflowered woodrush
lupa8: lupinus parviflorus, lodgepole lupine
lupa9: lupinus patulipes, great basin lupine
lupi2: luzula piperi, piper`s woodrush
lupi6: lupinus piperi, kettle falls lupine
lupl: lupinus plattensis, nebraska lupine
lupl4: lupinus plumosus, velvet lupine
lupo2: lupinus polyphyllus, bigleaf lupine
lupo4: lupinus populorum, great basin lupine
lupr2: lupinus prunophilus, hairy bigleaf lupine
lups: lupinus psoralioides, utah lupine
lupu: lupinus pusillus, rusty lupine
lupu3: lupinus pulcherrimus, great basin lupine
lura2: lupinus ramosus, silky lupine
lure4: lupinus retrorsus, velvet lupine
luro: lupinus roseolus, rosy lupine
luro3: lupinus rosei, tailcup lupine
luru5: lupinus rubricaulis, silvery lupine
lury: lupinus rydbergii, wyeth`s lupine
luse4: lupinus sericeus, silky lupine
lusi: lupinus sitgreavesii, silvery lupine
lusi4: lupinus siccosilvae, great basin lupine
lusi6: lupinus sinus-meyersi, utah lupine
lusp10: lupinus spiraeaphilus, silky lupine
lusp4: luzula spicata, spiked woodrush
lusp8: lupinus spathulatus, silvery lupine
lust6: lupinus stinchfieldiae, tailcup lupine
lust7: lupinus stenophyllus, silvery lupine
lusu17: luzula sudetica, common woodrush
lute3: lupinus tenellus, silvery lupine
lute4: lupinus tenellus, silvery lupine
lute5: lupinus tenuispicus, velvet lupine
lutr3: lupinus trainianus, great basin lupine
lutu3: lupinus tuckerianus, silky lupine
luut: lupinus utahensis, tailcup lupine
luwa: luzula wahlenbergii, wahlenberg`s woodrush
luwa2: lupinus watsonii, utah lupine
luwo2: lupinaster wormskioldii, cows clover
luwy: lupinus wyethii, wyeth`s lupine
lyal: lychnis alba, bladder campion
lyal4: lythrum alatum, winged lythrum
lyam: lycopus americanus, american water horehound
lyam3: lysichiton americanus, american skunkcabbage
lyan2: lycopodium annotinum, stiff clubmoss
lyan4: lycopodium anceps, groundcedar
lyap: lychnis apetala, apetalous catchfly
lyap2: lycopodium appressum, fir clubmoss
lyar: lycopsis arvensis, small bugloss
lyar3: lycopodium arcticum, fir clubmoss
lyas: lycopus asper, rough bugleweed
lyba4: lycium barbarum, matrimony vine
lybi: lygodesmia bigelovii, small wirelettuce
lyca6: lysichiton camtschatcensis, american skunkcabbage
lyci: lysimachia ciliata, fringed loosestrife
lyco3: lycopodium complanatum, groundcedar
lyda2: lythrum dacotanum, winged lythrum
lyde: lycopodium dendroideum, tree groundpine
lydr2: lychnis drummondii, drummond`s campion
lydu: lycopodium dubium, stiff clubmoss
lygr: lygodesmia grandiflora, largeflower skeletonplant
lyha: lycium halimifolium, matrimony vine
lyha3: lycopodium haleakalae, pacific clubmoss
lyju: lygodesmia juncea, rush skeletonplant
lyki3: lychnis kingii, king`s campion
lylo2: lychnis +loveae, bladder campion
lylu2: lycopus lucidus, rough bugleweed
lymo2: lychnis montana, apetalous catchfly
lyob: lycopodium obscurum, rare clubmoss
lyob2: lysiella obtusata, bluntleaved orchid
lypa5: lygodesmia pauciflora, brownplume wirelettuce
lypu4: lychnis pudica, drummond`s campion
lyro2: lygodesmia rostrata, beaked skeletonweed
lyru3: lycopodium rupestre, northern selaginella
lysa2: lythrum salicaria, purple loosestrife
lysa4: lychnis saponaria, bouncingbet
lyse: lycopodium selago, fir clubmoss
lysi3: lycopus sinuatus, american water horehound
lyth2: lysimachia thyrsiflora, tufted loosestrife
lyun: lycopus uniflorus, northern bugleweed
lyve7: lychnis vespertina, bladder campion
lyvi4: lycopus virginicus, virginia water horehound
lyvu3: lycium vulgare, matrimony vine
maaf: malcolmia africana, african mustard
maam5: mahonia amplectens, creeping barberry
maam6: maianthemum amplexicaule, feathery false lily of the vally
maan11: machaeranthera angustifolia, hoary tansyaster
maan8: machaeranthera annua, viscid tansyaster
maaq: machaeranthera aquifolia, bigelow`s tansyaster
maau4: machaeranthera australis, lacy tansyaster
mabi: machaeranthera bigelovii, bigelow`s tansyaster
mabr6: malus bracteata, sweet crabapple
maca2: machaeranthera canescens, hoary tansyaster
maca4: maianthemum canadense, canada mayflower
mace: machaeranthera centaureoides, bigelow`s tansyaster
maco13: machaeranthera coloradoensis, colorado tansyaster
maco15: machaeranthera coronopifolia, tanseyleaf tansyaster
maco21: malus communis, paradise apple
maco22: maruta cotula, stinking chamomile
maco25: malvastrum coccineum, scarlet globemallow
maco5: malus coronaria, sweet crabapple
macr: malva crispa, curly mallow
madi6: matricaria discoidea, disc mayweed
madi7: machaeranthera divaricata, hoary tansyaster
madi9: macronema discoidea, whitestem goldenbush
mado4: malus domestica, paradise apple
mafe2: mariscus fendlerianus, fendler`s flatsedge
mafo4: marsilea fournieri, hairy waterclover
mafr4: machaeranthera fremontii, hoary tansyaster
magl10: machaeranthera glabella, hoary tansyaster
magl2: madia glomerata, mountain tarweed
magl7: machaeranthera glabriuscula, smooth woodyaster
magr2: machaeranthera grindelioides, rayless tansyaster
main12: matricaria inodora, scentless false mayweed
mais: macounastrum islandicum, island purslane
mala11: machaeranthera latifolia, hoary tansyaster
mala12: machaeranthera laevis, lacy tansyaster
mala3: machaeranthera laetevirens, hoary tansyaster
male6: machaeranthera leptophylla, hoary tansyaster
mali: machaeranthera linearis, hoary tansyaster
mali3: macronema lineare, whitestem goldenbush
mali4: machaeranthera linearis, hoary tansyaster
malo4: martynia louisianica, ram`s horn
malo6: martynia louisiana, ram`s horn
mama10: matricaria maritima, false mayweed
mama11: matricaria matricarioides, disc mayweed
mama26: malva mauritiana, high mallow
mami7: mammillaria missouriensis, missouri foxtail cactus
mami8: marsilea minuta, hairy waterclover
mamo2: malva moschata, musk mallow
mamo5: machaeranthera montana, hoary tansyaster
mamu5: marsilea mucronata, hairy waterclover
mane: malva neglecta, common mallow
maol3: marsilea oligospora, pacific waterclover
maor3: marah oreganus, coastal manroot
mapa10: machaeranthera pattersonii, bigelow`s tansyaster
mapa11: machaeranthera parthenium, tanseyleaf tansyaster
mapa18: matricaria parthenium, feverfew
mapa19: machaeranthera paniculata, hoary tansyaster
mapa5: malva parviflora, cheeseweed mallow
mape2: matricaria perforata, scentless false mayweed
mapi: machaeranthera pinnatifida, lacy tansyaster
mapi4: machaeranthera pinosa, hoary tansyaster
mapi5: machaeranthera pinnata, lacy tansyaster
mapr7: martynia proboscidea, ram`s horn
mapu: malus pumila, paradise apple
mapu4: mahonia pumila, creeping barberry
mapu5: malva pusilla, low mallow
mapu8: machaeranthera pulverulenta, hoary tansyaster
mara7: maianthemum racemosum, feathery false lily of the vally
mara8: machaeranthera ramosa, hoary tansyaster
maro: malva rotundifolia, common mallow
maro11: malva rotundifolia, low mallow
maro4: macuillamia rotundifolia, disk waterhyssop
maru3: machaeranthera rubricaulis, bigelow`s tansyaster
masc7: mariscus schweinitzii, schweinitz`s flatsedge
mase4: machaeranthera selbyi, hoary tansyaster
mash: machaeranthera shastensis, shasta tansyaster
maso: malacothrix sonchoides, sowthistle desertdandelion
maso5: mahonia sonnei, creeping barberry
masp4: machaeranthera spinulosa, hoary tansyaster
mast4: maianthemum stellatum, starry false lily of the vally
masu3: machaeranthera subalpina, hoary tansyaster
masu6: machaeranthera superba, hoary tansyaster
masu7: macronema suffruticosum, singlehead goldenbush
masu9: matricaria suaveolens, disc mayweed
masy: malva sylvestris, high mallow
masy3: malus sylvestris, paradise apple
mata2: machaeranthera tanacetifolia, tanseyleaf tansyaster
mate12: machaeranthera texensis, lacy tansyaster
mato2: malacothrix torreyi, torrey`s desertdandelion
maun2: marsilea uncinata, hairy waterclover
mave: malva verticillata, cluster mallow
mave2: marsilea vestita, hairy waterclover
mavi7: machaeranthera viscosa, hoary tansyaster
mavi8: mammillaria vivipara, spinystar
mavu: marrubium vulgare, horehound
meal10: melandrium album, bladder campion
meal2: melilotus albus, yellow sweetclover
meal6: mentzelia albicaulis, whitestem blazingstar
meal7: mertensia alpina, alpine bluebells
meap3: medicago apiculata, burclover
mear4: mentha arvensis, wild mint
mear6: mertensia arizonica, aspen bluebells
meau2: mesynium australe, southern flax
meba: mertensia bakeri, oblongleaf bluebells
mebe3: melica bella, oniongrass
mebr: mertensia brevistyla, shortstyle bluebells
mebu: melica bulbosa, oniongrass
meca7: mentha canadensis, wild mint
meci3: mertensia ciliata, tall fringed bluebells
meco7: mentha cordifolia, spearmint
mecu: mertensia cusickii, oblongleaf bluebells
mede13: medicago denticulata, burclover
mede2: mentzelia decapetala, tenpetal blazingstar
medi: mentzelia dispersa, bushy blazingstar
medr2: melandrium drummondii, drummond`s campion
mefa: medicago falcata, yellow alfalfa
mefe: menziesia ferruginea, rusty menziesia
mefu2: mertensia fusiformis, oblongleaf bluebells
mege2: mentha gentilis, wild mint
megl: mentha glabrior, wild mint
megl2: menziesia glabella, rusty menziesia
megr3: mentzelia gracilis, whitestem blazingstar
meha5: melica hallii, plains rough fescue
mehi: medicago hispida, burclover
mein: melica inflata, oniongrass
mein8: meriolix intermedia, yellow sundrops
meki: melandrium kingii, king`s campion
meki2: mesyniopsis kingii, king`s flax
mela2: mentzelia laevicaulis, smoothstem blazingstar
meli9: mertensia linearis, prairie bluebells
melo8: mentha longifolia, spearmint
melu: medicago lupulina, black medick
memo3: mentzelia mojavensis, whitestem blazingstar
memo4: mentzelia montana, variegated-bract blazingstar
memu3: mentzelia multiflora, adonis blazingstar
meno3: melandrium noctiflorum, nightflowering silene
menu: mentzelia nuda, bractless blazingstar
meob: mertensia oblongifolia, oblongleaf bluebells
meob5: meriolix oblanceolata, yellow sundrops
meof: melilotus officinalis, yellow sweetclover
meol: mentzelia oligosperma, chickenthief
meor5: mertensia oreophila, oblongleaf bluebells
mepa: mertensia paniculata, tall bluebells
mepe5: mertensia perplexa, oblongleaf bluebells
mepe8: mentha penardii, wild mint
mepo3: medicago polymorpha, burclover
mepo8: medicago polycarpa, burclover
mepu11: melica purpurascens, false melic
mepu3: mentzelia pumila, dwarf mentzelia
mepu9: mesynium puberulum, plains flax
meri2: mesynium rigidum, stiffstem flax
meru: mentzelia rusbyi, rusby`s blazingstar
mesa: medicago sativa, alfalfa
mese5: meriolix serrulata, yellow sundrops
mesi: mentzelia sinuata, leechleaf blazingstar
mesm: melica smithii, smith`s melicgrass
mesp: melica spectabilis, purple oniongrass
mesp3: mentha spicata, spearmint
mesp4: mentzelia speciosa, jeweled blazingstar
mest4: mentzelia stricta, bractless blazingstar
mesu: melica subulata, alaska oniongrass
meto5: mertensia toiyabensis, oblongleaf bluebells
metr3: menyanthes trifoliata, buckbean
meva2: medicago +varia, alfalfa
mevi4: mertensia viridis, oblongleaf bluebells
mevi7: mentha viridis, spearmint
miar6: mimulus arvensis, seep monkeyflower
miau2: mimulus austiniae, dwarf purple monkeyflower
miau3: minuartia austromontana, columbian stitchwort
miba4: mimulus bakeri, seep monkeyflower
mibr3: mimulus breviflorus, shortflower monkeyflower
mibr5: mimulus breweri, brewer`s monkeyflower
mibr8: mimulus brachystylis, seep monkeyflower
micl5: mimulus clementinus, seep monkeyflower
mico10: mimulus cordatus, seep monkeyflower
mico12: mimulus corallinus, tiling`s monkeyflower
mico3: mirabilis collina, heartleaf four o`clock
micu5: mimulus cuspidata, seep monkeyflower
micu6: microseris cuspidata, sharppoint prairie-dandelion
mida: minuartia dawsonensis, rock stitchwort
mide10: mimulus deltoides, manyflowered monkeyflower
mide11: mimulus decorus, seep monkeyflower
mide6: mirabilis decumbens, narrowleaf four o`clock
midi5: mirabilis diffusa, narrowleaf four o`clock
miel2: minuartia elegans, elegant stitchwort
mieq: mimulus equinnus, seep monkeyflower
mifl2: mimulus floribundus, manyflowered monkeyflower
mifr6: micranthes franciscana, diamondleaf saxifrage
miga2: mirabilis gausapoides, narrowleaf four o`clock
mige3: mimulus geyeri, james` monkeyflower
mige4: mimulus geniculatus, manyflowered monkeyflower
migl: mimulus glabratus, roundleaf monkeyflower
migl8: mimulus glareosus, seep monkeyflower
migr: microsteris gracilis, slender phlox
migr10: mimulus gratioloides, little redstem monkeyflower
migr11: mimulus grandis, seep monkeyflower
migr9: mimulus grandiflorus, seep monkeyflower
migu: mimulus guttatus, seep monkeyflower
miha: mimulus hallii, seep monkeyflower
mihi: mirabilis hirsuta, hairy four o`clock
mihi3: mimulus hirsutus, seep monkeyflower
mihu2: microsteris humilis, slender phlox
miim2: mimulus implicatus, tiling`s monkeyflower
miin4: mimulus inflatulus, shortflower monkeyflower
miin5: mimulus inamoenus, james` monkeyflower
mija2: mimulus jamesii, james` monkeyflower
mila11: micranthes lata, alberta saxifrage
mila12: mimulus laxus, seep monkeyflower
mila13: mimulus langsdorfii, seep monkeyflower
mila7: mirabilis lanceolata, narrowleaf four o`clock
mile2: mimulus lewisii, purple monkeyflower
mili3: mirabilis linearis, narrowleaf four o`clock
milo3: mimulus longulus, seep monkeyflower
milo4: micrampelis lobata, wild cucumber
milu: mimulus lucens, tiling`s monkeyflower
mily3: mimulus lyratus, seep monkeyflower
mima3: minuartia macrantha, house`s stitchwort
mima7: mimulus maguirei, seep monkeyflower
mima9: mimulus marmoratus, seep monkeyflower
mime2: mimulus membranaceus, manyflowered monkeyflower
mimi10: mimulus micranthus, seep monkeyflower
mimi12: mimulus minor, tiling`s monkeyflower
mimi13: mimulus minusculus, tiling`s monkeyflower
mimi17: microsteris micrantha, slender phlox
mimi4: mimulus microphyllus, seep monkeyflower
mimi9: mimulus microphyton, dwarf purple monkeyflower
mimo3: mimulus moschatus, muskflower
mimo4: micranthes montana, peak saxifrage
mimu3: mimulus multiflorus, manyflowered monkeyflower
mina: mimulus nanus, dwarf purple monkeyflower
mina2: mimulus nasutus, seep monkeyflower
mini3: microseris nigrescens, meadow prairie-dandelion
minu: microseris nutans, nodding microceris
minu4: minuartia nuttallii, nuttall`s sandwort
minu5: minuopsis nuttallii, nuttall`s sandwort
miny: mirabilis nyctaginea, heartleaf four o`clock
miob2: minuartia obtusiloba, twinflower sandwort
mioc: micranthes occidentalis, alberta saxifrage
miod2: micranthes odontoloma, brook saxifrage
mior3: minuartia orthotrichoides, elegant stitchwort
mipa13: mimulus parishii, seep monkeyflower
mipa15: mimulus paniculatus, seep monkeyflower
mipa8: mimulus pardalis, seep monkeyflower
mipe: mitella pentandra, fivestamen miterwort
mipe5: mimulus petiolaris, seep monkeyflower
mipe7: mimulus peduncularis, manyflowered monkeyflower
mipr6: mimulus procerus, seep monkeyflower
mipr7: mimulus prionophyllus, seep monkeyflower
mipu11: mimulus puberulus, seep monkeyflower
mipu12: mimulus puncticalyx, seep monkeyflower
mipu13: minuartia pungens, nuttall`s sandwort
mipu14: miltitzia pusilla, fourpart phacelia
mipu16: mimulus pubescens, manyflowered monkeyflower
mire2: mimulus reifschneiderae, dwarf purple monkeyflower
mire4: mimulus reniformis, james` monkeyflower
mirh: micranthes rhomboidea, diamondleaf saxifrage
miri2: mimulus rivularis, seep monkeyflower
miro4: minuartia rossii, ross` sandwort
miru: mimulus rubellus, little redstem monkeyflower
miru3: minuartia rubella, beautiful sandwort
misa2: micranthes saximontana, alberta saxifrage
misa3: minuartia sajanensis, twinflower sandwort
misc3: miltitzia scopulina, debeque phacelia
misc4: mimulus scouleri, seep monkeyflower
mise4: mimulus serotinus, manyflowered monkeyflower
mist3: mitella stauropetala, smallflower miterwort
mist7: mitella stenopetala, drywoods miterwort
misu2: mimulus suksdorfii, suksdorf`s monkeyflower
misu5: mimulus subulatus, manyflowered monkeyflower
misu7: mimulus subreniformis, seep monkeyflower
mite8: mimulus tenellus, seep monkeyflower
mith2: mimulus thermalis, seep monkeyflower
miti: mimulus tilingii, tiling`s monkeyflower
mito2: mimulus tolmiei, dwarf purple monkeyflower
mitr5: microseris troximoides, weevil prairie-dandelion
mitr7: mimulus trisulcatus, manyflowered monkeyflower
miun2: mimulus unimaculatus, seep monkeyflower
mive5: mimulus veronicifolius, tiling`s monkeyflower
miwa3: mimulus washoensis, dwarf purple monkeyflower
moal: morus alba, white mulberry
mobe3: mollugo berteriana, green carpetweed
moch: montia chamissoi, water minerslettuce
mofi: monarda fistulosa, wild bergamot
mofi2: monarda fistulosa, eastern beebalm
mofo2: morocarpus foliosus, leafy goosefoot
mogl: monardella glauca, pale monardella
mohy3: monotropa hypopithys, pinesap
mola10: monotropa lanuginosa, pinesap
mola4: monotropa latisquama, pinesap
mola6: moehringia lateriflora, bluntleaf sandwort
moli4: montia linearis, narrowleaf minerslettuce
moli6: montiastrum lineare, narrowleaf minerslettuce
mome3: monarda menthifolia, wild bergamot
momo3: monilistus monilifera, plains cottonwood
monu: monolepis nuttalliana, nuttall`s povertyweed
mood: monardella odoratissima, mountain monardella
mopa4: moldavica parviflora, american dragonhead
mope: monarda pectinata, pony beebalm
mope3: montia perfoliata, miner`s lettuce
mopu3: monolepis pusilla, small povertyweed
mosq: monroa squarrosa, false buffalograss
mota: morus tatarica, white mulberry
moth: moldavica thymiflora, thymeleaf dragonhead
moun2: moneses uniflora, single delight
move: mollugo verticillata, green carpetweed
muad: muscaria adscendens, small saxifrage
muam: muhlenbergia ambigua, mexican muhly
muan: muhlenbergia andina, foxtail muhly
muas: muhlenbergia asperifolia, scratchgrass
mubr3: muhlenbergia brevifolia, plains muhly
muca6: muscaria caespitosa, tufted alpine saxifrage
muce: muscaria cespitosa, tufted alpine saxifrage
muco4: muhlenbergia comata, foxtail muhly
mucu3: muhlenbergia cuspidata, plains muhly
mudi: musineon divaricatum, leafy wildparsley
mudi2: musineum divaricatum, leafy wildparsley
mufi: muhlenbergia filiculmis, slimstem muhly
mufi2: muhlenbergia filiformis, pullup muhly
mufo: muhlenbergia foliosa, mexican muhly
mugl3: muhlenbergia glomerata, spiked muhly
mugr: muhlenbergia gracillima, ring muhly
muho: musineon hookeri, hooker`s wildparsley
muid: muhlenbergia idahoensis, pullup muhly
mume2: muhlenbergia mexicana, mexican muhly
mumi2: muhlenbergia minutissima, annual muhly
mumi3: muscaria micropetala, tufted alpine saxifrage
mumo: muhlenbergia montana, mountain muhly
mumo3: muscaria monticola, tufted alpine saxifrage
mupu2: muhlenbergia pungens, sandhill muhly
mura: muhlenbergia racemosa, marsh muhly
muri: muhlenbergia richardsonis, mat muhly
musi2: muhlenbergia simplex, pullup muhly
musp2: mulgedium spicatum, tall blue lettuce
musq2: muhlenbergia squarrosa, mat muhly
mute3: musineon tenuifolium, slender wildparsley
mute5: musineum tenuifolium, slender wildparsley
muto2: muhlenbergia torreyi, ring muhly
mutr3: musineon trachyspermum, hooker`s wildparsley
muva: musineon vaginatum, sheathed wildparsley
myal: myosotis alpestris, asian forget-me-not
myap: myosurus apetalus, bristly mousetail
myar: myosotis arvensis, field forget-me-not
myar3: myosurus aristatus, bristly mousetail
myas2: myosotis asiatica, asian forget-me-not
myco5: myzorrhiza corymbosa, flat-top broomrape
myel: myriophyllum elatinoides, andean watermilfoil
myex: myriophyllum exalbescens, shortspike watermilfoil
myla: myosotis laxa, bay forget-me-not
myle3: myosurus lepturus, tiny mousetail
mylu: myzorrhiza ludoviciana, louisiana broomrape
myma6: myriophyllum magdalenense, shortspike watermilfoil
mymi: myosotis micrantha, strict forget-me-not
mymi2: myosurus minimus, tiny mousetail
mymu2: myzorrhiza multiflora, manyflower broomrape
mypa2: myosotis palustris, true forget-me-not
myqu: myriophyllum quitense, andean watermilfoil
mysa3: myagrum sativum, gold-of-pleasure
mysc: myosotis scorpioides, true forget-me-not
mysi: myriophyllum sibiricum, shortspike watermilfoil
mysp2: myriophyllum spicatum, spike watermilfoil
myst2: myosotis stricta, strict forget-me-not
mysy: myosotis sylvatica, woodland forget-me-not
myve: myosotis verna, spring forget-me-not
myve3: myriophyllum verticillatum, whorl-leaf watermilfoil
myvi2: myosotis virginica, spring forget-me-not
naar4: nasturtium armoracia, horseradish
nabr: navarretia breweri, brewer`s navarretia
naca5: nasturtium calycinum, persistent sepal yellowcress
nacu: nasturtium curvisiliqua, curvepod yellowcress
nade2: nama densum, leafy nama
nagu: najas guadalupensis, southern waternymph
nain2: navarretia intertexta, needleleaf navarretia
nale: navarretia leucocephala, whitehead navarretia
nami3: navarretia minima, least navarretia
nana2: nasturtium nasturtium-aquaticum, watercress
naof: nasturtium officinale, watercress
napr3: navarretia propinqua, near navarretia
nasi: nasturtium sinuatum, spreading yellowcress
nasp: nasturtium sphaerocarpum, roundfruit yellowcress
nath: naumburgia thyrsiflora, tufted loosestrife
navi4: nassella viridula, green needlegrass
neac: negundo aceroides, boxelder
nebr: nemophila breviflora, basin nemophila
neca2: nepeta cataria, catnip
neca5: neolepia campestris, field pepperweed
negr3: nepeta grandiflora, caucasus catmint
nehe2: nepeta hederacea, ground ivy
nein3: negundo interius, boxelder
nela4: nemexia lasioneura, blue ridge carrionflower
neme4: neoparrya megarrhiza, nuttall`s biscuitroot
nemi3: neobesseya missouriensis, missouri foxtail cactus
nemu3: nepeta mussinii, persian catmint
nenu3: neuroloma nudicaule, nakedstem wallflower
nera2: nepeta racemosa, raceme catnip
newi: neobesseya wissmannii, missouri foxtail cactus
niat: nicotiana attenuata, coyote tobacco
noal3: norta altissima, tall tumblemustard
noco3: noccaea cochleariformis, alpine pennycress
nocu: nothocalais cuspidata, sharppoint prairie-dandelion
nofe: notholaena fendleri, fendler`s false cloak fern
nomo2: noccaea montana, alpine pennycress
noni: nothocalais nigrescens, meadow prairie-dandelion
notr2: nothocalais troximoides, weevil prairie-dandelion
nude: nuttallia decapetala, tenpetal blazingstar
nula2: nuttallia laevicaulis, smoothstem blazingstar
nulu: nuphar lutea, yellow pond-lily
numu2: nuttallia multiflora, adonis blazingstar
nupo2: nuphar polysepala, rocky mountain pond-lily
nuru: nuttallia rusbyi, rusby`s blazingstar
nusi: nuttallia sinuata, leechleaf blazingstar
nusp: nuttallia speciosa, jeweled blazingstar
nust: nuttallia stricta, bractless blazingstar
nute: nuttallanthus texanus, texas toadflax
nyny2: nyctelea nyctelea, aunt lucy
nypo: nymphaea polysepala, rocky mountain pond-lily
nypo2: nymphozanthus polysepalus, rocky mountain pond-lily
obco: oberna commutata, maidenstears
ocpu: ochrocodon pudicus, yellow fritillary
odpu: odostemon pumilus, creeping barberry
odre: odostemon repens, creeping barberry
oeal: oenothera albicaulis, whitest evening-primrose
oeal3: oenothera albinervis, hairy evening-primrose
oean3: oenothera andina, blackfoot river evening-primrose
oebi: oenothera biennis, common evening-primrose
oebr4: oenothera breviflora, fewflower evening-primrose
oeca10: oenothera caespitosa, tufted evening-primrose
oeca3: oenothera canescens, spotted evening-primrose
oeca6: oenothera canovirens, hairy evening-primrose
oece2: oenothera cespitosa, tufted evening-primrose
oech3: oenothera cheradophila, hairy evening-primrose
oeco2: oenothera coronopifolia, crownleaf evening-primrose
oect: oenothera ctenophylla, whitest evening-primrose
oede7: oenothera depressa, hairy evening-primrose
oeel: oenothera elata, hooker`s evening-primrose
oefl: oenothera flava, yellow evening-primrose
oegl2: oenothera glabella, smooth spike-primrose
oehe: oenothera heterantha, diffuseflower evening-primrose
oeho: oenothera hookeri, hooker`s evening-primrose
oeho2: oenothera howardii, howard`s evening-primrose
oela: oenothera laciniata, cutleaf evening-primrose
oela2: oenothera latifolia, mountain evening-primrose
oela5: oenothera lavandulifolia, lavenderleaf sundrops
oemi6: oenothera minor, small evening-primrose
oenu: oenothera nuttallii, nuttall`s evening-primrose
oeor2: oenothera ornata, hooker`s evening-primrose
oepa: oenothera pallida, pale evening-primrose
oepa6: oenothera parvula, lewis river suncup
oepr3: oenothera procera, hairy evening-primrose
oery: oenothera rydbergii, hairy evening-primrose
oesc2: oenothera scapoidea, paiute suncup
oese3: oenothera serrulata, yellow sundrops
oesi2: oenothera simsiana, hooker`s evening-primrose
oest3: oenothera strigosa, hairy evening-primrose
oesu: oenothera subacaulis, diffuseflower evening-primrose
oetr4: oenothera trichocalyx, pale evening-primrose
oevi: oenothera villosa, hairy evening-primrose
ogar2: oglifa arvensis, field cottonrose
olal2: oligoneuron album, prairie goldenrod
olca3: oligoneuron canescens, stiff goldenrod
olca5: oligosporus caudatus, field sagewort
oldr: oligosporus dracunculus, tarragon
olfi: oligosporus filifolius, sand sagebrush
olgr2: oligosporus groenlandicus, field sagewort
olpa3: oligosporus pacificus, field sagewort
olpe: oligosporus pedatifidus, birdfoot sagebrush
olri: oligoneuron rigidum, stiff goldenrod
onac: onopordum acanthium, scotch cottonthistle
onbe: onosmodium bejariense, softhair marbleseed
onde: onychium densum, indian`s dream
onmo: onosmodium molle, softhair marbleseed
onoc: onosmodium occidentale, western marbleseed
onsa: onobrychis sativa, sainfoin
onvi: onobrychis viciifolia, sainfoin
onvi3: onobrychis viciaefolia, sainfoin
oofo: oonopsis foliosa, leafy false goldenweed
oomu: oonopsis multicaulis, branched false goldenweed
oowa: oonopsis wardii, ward`s false goldenweed
opca4: ophrys caurina, northwestern twayblade
opco10: opuntia compressa, tuna cactus
opco12: opuntia compressa, devil`s-tongue
opco8: ophrys convallarioides, broadlipped twayblade
oper: opuntia erinacea, grizzlybear pricklypear
opfr: opuntia fragilis, brittle pricklypear
opgr3: opuntia grandiflora, twistspine pricklypear
opgr4: oplotheca gracilis, slender snakecotton
opju: opuntia juniperina, juniper pricklypear
ople3: opuntia leptocarpa, twistspine pricklypear
opma2: opuntia macrorhiza, twistspine pricklypear
opma7: opuntia mackensenii, twistspine pricklypear
oppl2: opuntia plumbea, twistspine pricklypear
oppo: opuntia polyacantha, plains pricklypear
oppy3: ophioglossum pycnostichum, southern adderstongue
oprh2: opuntia rhodantha, utah grizzlybear pricklypear
opru6: opuntia rutila, hairspine pricklypear
opsc3: opuntia schweriniana, brittle pricklypear
opsp5: opuntia sphaerocarpa, juniper pricklypear
opto3: opuntia tortispina, twistspine pricklypear
opvu: ophioglossum vulgatum, southern adderstongue
opvu3: ophioglossum vulgatum, northern adderstongue
oral: oreoxis alpina, alpine oreoxis
oral4: oreostemma alpigenum, tundra aster
orar4: orophaca aretioides, cushion milkvetch
oras: oryzopsis asperifolia, roughleaf ricegrass
orba3: orophaca barrii, barr`s milkvetch
orbl: oryzopsis bloomeri
